answer_id,question,corpus_id,config_id,mode,id,source_id,title,section,section_heading,article_type,year,population_or_model,source_url,source_version,passage_index,start_in_passage,end_in_passage,bioc_offset,license,language,exact_text,review_status
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:54:0:218,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,Discussion,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,54,0,218,17655,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"The study describes the clinical and genetic findings of patients with CCHS, whose management—updated over time—allowed for the development of a well-defined follow-up program in the largest Italian pediatric hospital.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:2:0:273,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,ABSTRACT,unknown,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,2,0,273,291,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"Methods: A retrospective analysis has been conducted on 22 patients with CCHS, who were referred to the Pediatric Pulmonology and Respiratory Intermediate Care Unit of Bambino Gesù Children's Hospital (Italy) for a multidisciplinary follow-up program between 2000 and 2020.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:19:0:605,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,METHODS,Materials and Methods,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,19,0,605,5250,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"Data of 22 patients affected by CCHS has been collected retrospectively. Enrolled patients were referred to the Pediatric Pulmonology and Respiratory Intermediate Care Unit of Bambino Gesù Children's Hospital (Rome, Italy) for a multidisciplinary follow-up program between 2000 and 2020. Our Respiratory Unit is a reference center for children affected with acute or chronic respiratory failure due to neurologic or neuromuscular impairment and by congenital or acquired lung diseases. Our hospital is the reference point for the Italian pediatric population, especially from central and southern regions.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:68:0:274,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,Discussion,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,68,0,274,24448,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"Our study has some limitations as the retrospective design, the poor sample, and the heterogeneity of the described population composed of patients of different ages and who had experienced different primary care settings regarding the diagnosis and the ventilation support.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:58:0:750,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,Discussion,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,58,0,750,19040,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"In our sample, the need for tracheostomy and invasive mechanical ventilation was dictated not only by the conditions of critical patients requiring the expertise of the ICU staff but also by management habits in 6 children born before 2010. Except for one child with mild genotype (20/25), severe ventilation impairment, and requiring tracheostomy, IMV was reported in 13 patients with more PARMs (20/26, 20/27) or NPARMs (c.780dupT) (Table 2). It is probable that the brain damage due to HIE contributed to worsening the ventilation impairment in two cases, who underwent IMV. Among tracheostomized patients, there were no differences in the age of the tracheostomy and starting of IMV, regardless of the genotype. All tracheostomized patients were ",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:28:0:593,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,RESULTS,Results,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,28,0,593,8030,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"Twenty-two Caucasian patients with CCHS, who were followed in the last 20 years by our Respiratory Unit, were included in the study. The median age at the time of diagnosis was 2 months (interquartile range, IQR 1–3 months) for 20 children. The diagnosis was occasionally made at 35 and 38 years in two adult female patients, whose CCHS was retrospectively confirmed after the detection of genetic mutation in their children. Ten patients (45%) were male. Mean gestational age was 37.5 weeks (±2.6 SD, range 31–41), and the mean neonatal weight was 2,982.72 g (± 698.43 SD, range 1,350–4,100).",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:62:0:711,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,Discussion,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,62,0,711,21805,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"Behavior disorders were observed in 5 patients having 20/25, 20/26, and 20/27 genotypes. It seems that the psychological development of patients with CCHS is influenced by hypoxia rather than the genotype. In fact, patients diagnosed with hyperactivity and attention-deficit and mild to severe genotypes received late diagnosis of CCHS, resulting in increased exposure to hypoxia. Ocular impairment is well-described, and the high incidence of strabismus, pupillary abnormalities, and convergence insufficiency may be a result of a neurological defect in the midbrain. As already published, strabismus is the most frequent alteration in our patients in which 20/26, 20/27, and c.780dupT genotypes were detected.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC8039127:b4a7750cb1b5b1d0:23:0:260,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,METHODS,Materials and Methods,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,23,0,260,6759,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"When central hypoventilation and hypercarbia were confirmed on nocturnal polysomnography and transcutaneous capnography, blood samples of the probands and their parents were collected to perform genetic investigations, after obtaining written informed consent.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC7503443:a26671042513feb5:170:0:156,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,DISCUSS,Research questions,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,170,0,156,67869,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,"Improving knowledge of PHOX2B biology: what are its target genes, how its expression is regulated, when and in which cells it functions and to do what, etc.",PENDING_REVIEW
24f33691-148d-40fd-8ee3-7fa7b6ef94de,How many patients were included in the Italian retrospective cohort and during what period?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,23848ff9c0e3a03a920cd3b93ec0215ca48014f11ba3a63d9a24691e5f48a0ca,evidence_preview,PMC7503443:a26671042513feb5:177:0:48,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,DISCUSS,Research questions,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,177,0,48,68584,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,How to help young adults become more independent,PENDING_REVIEW
