answer_id,question,corpus_id,config_id,mode,id,source_id,title,section,section_heading,article_type,year,population_or_model,source_url,source_version,passage_index,start_in_passage,end_in_passage,bioc_offset,license,language,exact_text,review_status
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC8039127:b4a7750cb1b5b1d0:31:0:152,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,RESULTS,Results,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,31,0,152,9297,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,The definitive diagnosis was made through Sanger amplification and sequencing techniques of coding regions and exon–intron junctions of the PHOX2B gene.,PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC7503443:a26671042513feb5:49:0:572,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,RESULTS,PHOX2B gene anomalies are found in most of the patients with CCHS,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,49,0,572,12650,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,"Different mutations of the PHOX2B gene (mostly heterozygous) have been reported: in-frame tandem duplications of tracts of different lengths of the polyalanine stretch in the exon 3 (polyalanine repeat mutations, PARM) are the most frequent. Specific techniques designed to amplify GC-rich regions are needed to detect PARMs, and especially the largest expansions which are prone to escape amplification. The number of repeats is normally set at 20 repeats, but in the PHOX2B polyalanine expansion 24 to 33 repeats are present on the affected allele in patients with CCHS.",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC7503443:a26671042513feb5:57:0:750,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,RESULTS,The risk of recurrence for CCHS,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,57,0,750,15729,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,"A proportion of unaffected parents have turned out to carry either a low penetrant PHOX2B mutation in all their cells, being carriers of constitutive or germline mutations, or a fully penetrant PHOX2B mutation in a proportion of their cells, showing somatic mosaicism of the genetic defect. Mosaicism can be demonstrated for somatic cells, but not for germ cells. Individuals with a mosaicism cannot have inherited the mutation from their parents and for this reason; no antecedents are expected to carry the mutation. Parents negative for both constitutive and mosaic PHOX2B mutations may still have a germline cell mutation (germinal mosaicism) and for this reason, may be advised to undergo prenatal genetic testing. Thus, in parents who are carri",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC7503443:a26671042513feb5:58:0:461,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,RESULTS,The risk of recurrence for CCHS,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,58,0,461,16702,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,"CCHS patients with mutations of PHOX2B gene have a 50% risk for transmitting the mutation to their children (autosomal dominant inheritance). The offspring who receives the mutation is affected to a degree that depends on the penetrance of the mutation transmitted; for example, incomplete penetrance or very mild manifestations have been demonstrated for the 20/24 or 20/25 genotypes and also for most of the missense, nonsense, and a few frameshift mutations.",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC7503443:a26671042513feb5:25:0:148,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,RESULTS,CCHS should be characterized by,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,25,0,148,7507,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,"Type of gene anomalies: (i) with PHOX2B anomalies: PARMs, NPARMs, or PHOX2B deletion, (ii) with other gene mutations, (iii) no identified mutations.",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC8963195:f6c8a0a4968ccaf4:10:600:1089,PMC8963195,Congenital Central Hypoventilation Syndrome: Optimizing Care with a Multidisciplinary Approach,INTRO,Genetics,review,2022,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8963195/,f6c8a0a4968ccaf484d644ea3a6dee688690e0a1876895c0cef70e90d6ec4fde,10,600,1089,5849,"This work is published and licensed by Dove Medical Press Limited. The full terms of this license are available at https://www.dovepress.com/terms.php and incorporate the Creative Commons Attribution – Non Commercial (unported, v3.0) License (http://creativecommons.org/licenses/by-nc/3.0/). By accessing the work you hereby accept the Terms. Non-commercial uses of the work are permitted without any further permission from Dove Medical Press Limited, provided the work is properly attributed. For permission for commercial use of this work, please see paragraphs 4.2 and 5 of our Terms (https://www.dovepress.com/terms.php).",en,"S cases. In patients with PARMs, the normal 20-alanine tract is expanded to 24–33 alanine repeats with resultant genotypes of 20/24 – 20/33. The most common genotypes in CCHS are 20/25, 20/26, and 20/27 PARMs. NPARMs account for 10% of CCHS patients, including missense, nonsense, frameshift, splice site, and stop codon variants. Most of the NPARMs are in exon 2 and 3 of PHOX2B. Partial or whole gene deletions of PHOX2B account for <1% cases and are associated with variable phenotypes.",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC7503443:a26671042513feb5:56:0:487,PMC7503443,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,RESULTS,The risk of recurrence for CCHS,review/guideline,2020,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,56,0,487,15241,"Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",en,"can only be defined for PHOX2B mutation positive cases. Transmission is autosomal dominant with a variable penetrance. A large proportion of asymptomatic parents of patients with CCHS do not carry any mutation of the PHOX2B gene, suggesting that most of the affected patients present a de novo mutation, arising during the post-zygotic period or in one of the two gametes (germline mosaicism cannot be demonstrated unless a second child is born from an asymptomatic, non-carrier couple).",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC8039127:b4a7750cb1b5b1d0:56:0:582,PMC8039127,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,Discussion,primary study,2021,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,56,0,582,18301,"This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",en,"As described in the literature, the vast majority of individuals were heterozygous for a PARMs involving the second polyalanine repeat sequence in exon 3 of PHOX2B. Instead, reported NPARMs were frameshift mutations on exon 3 of PHOX2B gene (C.225_256delCT, c.780dupT). Although the mutation C.225–256delCT has been detected in a woman and her son, the corresponding phenotype had surprisingly a variable expressiveness, as it was severe in the son. This observation suggests that somatic mosaicism or unknown environmental cofactors could influence the expression of the phenotype.",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC8963195:f6c8a0a4968ccaf4:64:600:1350,PMC8963195,Congenital Central Hypoventilation Syndrome: Optimizing Care with a Multidisciplinary Approach,INTRO,Genetics Management,review,2022,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8963195/,f6c8a0a4968ccaf484d644ea3a6dee688690e0a1876895c0cef70e90d6ec4fde,64,600,1350,44741,"This work is published and licensed by Dove Medical Press Limited. The full terms of this license are available at https://www.dovepress.com/terms.php and incorporate the Creative Commons Attribution – Non Commercial (unported, v3.0) License (http://creativecommons.org/licenses/by-nc/3.0/). By accessing the work you hereby accept the Terms. Non-commercial uses of the work are permitted without any further permission from Dove Medical Press Limited, provided the work is properly attributed. For permission for commercial use of this work, please see paragraphs 4.2 and 5 of our Terms (https://www.dovepress.com/terms.php).",en,"duplication, and mosaicism detection. Thus, when ordering molecular testing of PHOX2B, it is important to know this limitation and communicate with the lab regarding test strategies to identify PARMs, NPARMs, and copy number variants. CCHS is an autosomal dominant inherited condition. Although in most cases, variants in PHOX2B occur de novo, some were reported to be inherited from one of the parents. So targeted molecular testing for the familial variants in PHOX2B is recommended for both parents of the affected child. Notably, up to 10–25% of affected individuals have an asymptomatic parent mosaic for the familial PHOX2B variant. Relatively asymptomatic parents with PHOX2B variants can manifest symptoms later in life and require periodic e",PENDING_REVIEW
0f9eba15-aba6-478c-9677-9bd52869cf76,What measured results does the 2021 Italian study report from a randomized PHOX2B gene-editing intervention?,a06955ab5c7a4f9c2d48213fae09980fe2628661f8ec5857527fe38d918dc7d0,a608ccf3cd3318d9f54abb2c0d49a7967e920b4e841dded47f823d86884b2055,llm,PMC8963195:f6c8a0a4968ccaf4:64:0:750,PMC8963195,Congenital Central Hypoventilation Syndrome: Optimizing Care with a Multidisciplinary Approach,INTRO,Genetics Management,review,2022,unknown,https://pmc.ncbi.nlm.nih.gov/articles/PMC8963195/,f6c8a0a4968ccaf484d644ea3a6dee688690e0a1876895c0cef70e90d6ec4fde,64,0,750,44741,"This work is published and licensed by Dove Medical Press Limited. The full terms of this license are available at https://www.dovepress.com/terms.php and incorporate the Creative Commons Attribution – Non Commercial (unported, v3.0) License (http://creativecommons.org/licenses/by-nc/3.0/). By accessing the work you hereby accept the Terms. Non-commercial uses of the work are permitted without any further permission from Dove Medical Press Limited, provided the work is properly attributed. For permission for commercial use of this work, please see paragraphs 4.2 and 5 of our Terms (https://www.dovepress.com/terms.php).",en,"Identifying a pathogenic variant in PHOX2B not only confirms the diagnosis of CCHS, but also aids in predicting the clinical severity and disease manifestations, provides guidance for surveillance evaluations, and facilitates molecular testing of at-risk family members. Currently, most molecular diagnostic labs use short-read next generation sequencing (NGS)-based assays for genetic testing, including gene panel testing or exome sequencing. However, this technology alone cannot detect polyalanine repeat expansions of PARMs that cause the majority of CCHS, and it is not sensitive for deletion, duplication, and mosaicism detection. Thus, when ordering molecular testing of PHOX2B, it is important to know this limitation and communicate with th",PENDING_REVIEW
